,Team Name,Week Number,Home or Away,Fantasy Points,Opponent Team Name,Opponent Fantasy Points,Opponent Projected Points,Winner,Fantasy Points Rank,Points,+/-,A,ATOI,BLK,DEF,FOL,FOW,G,GA,GAA,GP,GS,GWG,HAT,HIT,L,MIN ?,OTL,PIM,PPG,PPP,SA,SHA,SHG,SHP,SO,SOG,SV,SV%,TTOI ?,W,FPPG,Over 3 FPPG,Over 4 FPPG,"Fantasy Points Rank, Whole Season"
129,Carolina Tony,13,Away,138.65,That Hoser Over There,251.3,-1,HOME,7.0,138.64999999999998,-2.0,13.0,24617.33333333,31.0,2.0,132.0,174.0,10.0,12.0,5.18603126,47.0,5.0,4.0,0.0,36.0,0.0,18273.0,0.0,47.0,2.0,7.0,123.0,0.0,1.0,1.0,0.0,119.0,111.0,1.80190678,54034.0,5.0,65.0625,9.0,8.0,196.0
130,Team Ginsberg,14,Home,252.7,HC FirePucks,216.95,-1,HOME,1.0,252.69999999999996,-1.0,34.0,24490.16666667,41.0,16.0,109.0,114.0,24.0,21.0,12.65326154,62.0,7.0,4.0,0.0,55.0,1.0,23019.0,1.0,24.0,5.0,16.0,195.0,0.0,0.0,0.0,0.0,143.0,174.0,3.5680866499999997,73447.0,5.0,95.875,13.0,9.0,19.0
131,That Hoser Over There,14,Home,251.35,Baltimore Bandits,204.0,-1,HOME,2.0,251.35000000000002,1.0,33.0,24675.08333334,62.0,5.0,178.0,187.0,21.0,19.0,9.76175783,62.0,6.0,2.0,0.0,92.0,2.0,23723.0,1.0,54.0,7.0,19.0,189.0,1.0,0.0,1.0,1.0,181.0,170.0,3.64560892,76061.0,3.0,104.39583333333334,18.0,11.0,22.0
132,Carolina Tony,14,Home,249.7,Vasili's POD SQUAD,217.8,-1,HOME,3.0,249.7,9.0,40.0,23606.25000001,41.0,15.0,194.0,189.0,22.0,19.0,12.0803241,61.0,5.0,3.0,0.0,89.0,3.0,18043.0,0.0,30.0,6.0,25.0,153.0,1.0,0.0,1.0,0.0,169.0,134.0,2.5881434399999996,69606.0,2.0,91.74583333333331,17.0,10.0,26.0
133,DadKnows Best,14,Home,124.4,Lausanne  Automatons ,205.15,-1,AWAY,10.0,124.4,4.0,17.0,15157.16666666,23.0,4.0,136.0,113.0,11.0,7.0,3.49611543,44.0,2.0,1.0,1.0,51.0,1.0,7208.0,0.0,19.0,6.0,12.0,63.0,0.0,0.0,0.0,0.0,93.0,56.0,0.88888889,47160.0,1.0,40.50833333333333,6.0,3.0,213.0
134,Esther Island Esthers,14,Home,236.25,Brown Shoes w/ a Black Belt?,236.5,-1,HOME,5.0,236.25000000000006,-1.0,32.0,21346.83333333,36.0,7.0,135.0,124.0,23.0,13.0,9.26250131,56.0,5.0,2.0,1.0,58.0,2.0,16463.0,1.0,29.0,8.0,21.0,160.0,0.0,2.0,2.0,0.0,133.0,147.0,2.74220062,64968.0,2.0,84.83333333333333,13.0,8.0,40.0
135,HC FirePucks,14,Away,216.95,Team Ginsberg,252.7,-1,HOME,7.0,216.95,2.0,26.0,20025.91666666,37.0,14.0,160.0,128.0,19.0,14.0,10.01262141,60.0,6.0,3.0,0.0,73.0,2.0,20445.0,0.0,36.0,5.0,15.0,159.0,0.0,0.0,0.0,1.0,144.0,145.0,2.6307815100000003,65956.0,4.0,71.00416666666666,10.0,8.0,67.0
136,Baltimore Bandits,14,Away,204.0,That Hoser Over There,251.35,-1,HOME,9.0,204.0,2.0,32.0,24367.5,34.0,10.0,181.0,194.0,18.0,9.0,4.5,63.0,2.0,2.0,0.0,61.0,1.0,7200.0,0.0,10.0,4.0,18.0,75.0,1.0,0.0,1.0,0.0,179.0,66.0,0.88,77575.0,1.0,68.70833333333334,12.0,6.0,92.5
137,Vasili's POD SQUAD,14,Away,217.8,Carolina Tony,249.7,-1,HOME,6.0,217.8,-6.0,28.0,24796.41666665,48.0,5.0,163.0,192.0,18.0,16.0,18.43470764,60.0,8.0,7.0,0.0,47.0,3.0,24378.0,0.0,37.0,7.0,21.0,204.0,0.0,1.0,1.0,0.0,157.0,188.0,5.21082392,71072.0,3.0,79.91666666666667,11.0,9.0,65.0
138,Lausanne  Automatons ,14,Away,205.15,DadKnows Best,124.4,-1,AWAY,8.0,205.14999999999998,18.0,35.0,19697.99999999,40.0,9.0,98.0,103.0,13.0,11.0,6.52312868,54.0,5.0,3.0,0.0,46.0,1.0,17934.0,0.0,36.0,3.0,12.0,155.0,2.0,1.0,3.0,0.0,123.0,144.0,2.7937464800000003,60513.0,4.0,75.87083333333334,11.0,5.0,88.0
139,Brown Shoes w/ a Black Belt?,14,Away,236.5,Esther Island Esthers,236.25,-1,HOME,4.0,236.50000000000003,4.0,24.0,23144.0,40.0,7.0,92.0,70.0,20.0,13.0,5.602294560000001,56.0,7.0,3.0,1.0,69.0,1.0,26143.0,2.0,36.0,7.0,11.0,238.0,1.0,0.0,1.0,1.0,161.0,225.0,3.8173160200000003,66840.0,4.0,97.1,11.0,9.0,39.0
140,Baltimore Bandits,15,Home,170.05,Team Ginsberg,193.85,-1,AWAY,8.0,170.05000000000004,-3.0,27.0,24929.41666667,38.0,9.0,145.0,153.0,12.0,7.0,4.97512845,62.0,3.0,2.0,0.0,51.0,1.0,11217.0,0.0,24.0,3.0,13.0,86.0,0.0,0.0,0.0,0.0,160.0,79.0,1.82637628,75346.0,2.0,56.995833333333344,6.0,4.0,154.0
141,Vasili's POD SQUAD,15,Home,246.25,That Hoser Over There,232.15,-1,HOME,1.0,246.25,17.0,27.0,27229.16666667,53.0,4.0,179.0,163.0,19.0,21.0,13.08909676,67.0,8.0,2.0,0.0,74.0,0.0,29470.0,3.0,28.0,5.0,11.0,290.0,0.0,1.0,1.0,0.0,185.0,269.0,4.62744431,78009.0,5.0,102.79166666666667,12.0,11.0,31.0
142,Lausanne  Automatons ,15,Home,244.05,Carolina Tony,192.2,-1,HOME,2.0,244.05,-1.0,25.0,19796.16666667,29.0,4.0,108.0,113.0,20.0,12.0,4.82587643,57.0,7.0,3.0,0.0,55.0,1.0,25758.0,0.0,19.0,6.0,20.0,188.0,0.0,0.0,0.0,2.0,132.0,176.0,2.82720204,63616.0,6.0,85.15416666666665,11.0,9.0,33.0
143,Brown Shoes w/ a Black Belt?,15,Home,204.15,DadKnows Best,129.7,-1,HOME,4.0,204.14999999999998,12.0,21.0,22117.66666666,38.0,6.0,85.0,75.0,16.0,17.0,9.96324744,55.0,6.0,3.0,1.0,75.0,1.0,22884.0,0.0,42.0,3.0,9.0,218.0,0.0,0.0,0.0,0.0,154.0,201.0,3.7102514,63643.0,5.0,90.59166666666667,14.0,10.0,91.0
144,HC FirePucks,15,Home,200.55,Esther Island Esthers,164.3,-1,HOME,5.0,200.54999999999998,13.0,26.0,21350.58333333,35.0,10.0,154.0,134.0,18.0,12.0,6.26306938,57.0,5.0,2.0,0.0,59.0,1.0,19288.0,1.0,14.0,5.0,14.0,147.0,0.0,0.0,0.0,0.0,138.0,135.0,2.7306924599999998,65637.0,3.0,72.21666666666668,10.0,8.0,99.0
145,Team Ginsberg,15,Away,193.85,Baltimore Bandits,170.05,-1,AWAY,6.0,193.85,10.0,32.0,23044.33333333,37.0,4.0,112.0,108.0,15.0,22.0,15.38560895,58.0,7.0,2.0,0.0,38.0,3.0,22785.0,1.0,27.0,5.0,14.0,222.0,0.0,0.0,0.0,0.0,165.0,200.0,3.54459422,69312.0,2.0,64.3875,12.0,8.0,109.0
146,That Hoser Over There,15,Away,232.15,Vasili's POD SQUAD,246.25,-1,HOME,3.0,232.14999999999995,-4.0,25.0,22674.41666665,46.0,13.0,164.0,155.0,21.0,24.0,12.01798971,58.0,8.0,5.0,1.0,80.0,3.0,28813.0,1.0,30.0,5.0,15.0,255.0,0.0,1.0,1.0,1.0,145.0,231.0,3.6189687,66023.0,4.0,86.72083333333333,13.0,10.0,46.0
147,Carolina Tony,15,Away,192.2,Lausanne  Automatons ,244.05,-1,HOME,7.0,192.2,-4.0,22.0,25678.0,61.0,7.0,183.0,218.0,17.0,9.0,6.7603985,66.0,4.0,5.0,0.0,81.0,1.0,14871.0,1.0,36.0,4.0,12.0,109.0,0.0,0.0,0.0,0.0,179.0,100.0,2.71436781,77355.0,2.0,70.12916666666668,11.0,8.0,112.0
148,DadKnows Best,15,Away,129.7,Brown Shoes w/ a Black Belt?,204.15,-1,HOME,10.0,129.70000000000002,-5.0,22.0,14188.91666667,24.0,2.0,106.0,179.0,5.0,4.0,1.30458416,41.0,3.0,2.0,0.0,42.0,1.0,11038.0,0.0,12.0,2.0,12.0,93.0,0.0,0.0,0.0,1.0,112.0,89.0,0.95698925,44493.0,2.0,40.275,6.0,2.0,209.0
149,Esther Island Esthers,15,Away,164.3,HC FirePucks,200.55,-1,HOME,9.0,164.29999999999998,-4.0,22.0,23785.00000001,46.0,11.0,166.0,143.0,16.0,28.0,24.03906836,61.0,6.0,3.0,0.0,72.0,4.0,20356.0,1.0,28.0,6.0,14.0,222.0,0.0,0.0,0.0,0.0,130.0,194.0,3.45850116,71815.0,1.0,54.166666666666664,8.0,3.0,168.0
150,Team Ginsberg,16,Home,315.8,Vasili's POD SQUAD,227.65,-1,HOME,1.0,315.8,22.0,38.0,23941.05,62.0,8.0,125.0,125.0,29.0,20.0,8.075752329999998,75.0,9.0,4.0,1.0,46.0,4.0,34578.0,0.0,25.0,9.0,15.0,330.0,1.0,0.0,1.0,0.0,210.0,310.0,3.76097253,87675.0,5.0,92.27999999999999,13.0,8.0,4.0
151,That Hoser Over There,16,Home,249.0,Lausanne  Automatons ,263.55,-1,AWAY,4.0,249.0,-16.0,30.0,22573.649999999998,58.0,11.0,194.0,187.0,18.0,16.0,6.99002796,66.0,7.0,1.0,0.0,93.0,2.0,25289.0,1.0,53.0,5.0,16.0,236.0,0.0,0.0,0.0,2.0,163.0,220.0,2.79487311,80742.0,4.0,76.5125,9.0,5.0,29.0
152,Carolina Tony,16,Home,237.95,Brown Shoes w/ a Black Belt?,205.9,-1,HOME,5.0,237.95,-4.0,38.0,25828.816666659997,43.0,13.0,182.0,163.0,16.0,14.0,6.69183449,70.0,6.0,3.0,0.0,89.0,2.0,18490.0,0.0,64.0,6.0,20.0,165.0,0.0,0.0,0.0,1.0,172.0,151.0,2.79214223,80890.0,3.0,87.1725,12.0,7.0,37.0
153,DadKnows Best,16,Home,134.5,HC FirePucks,164.5,-1,AWAY,10.0,134.5,0.0,20.0,13852.58333333,23.0,2.0,119.0,112.0,12.0,8.0,4.0,42.0,2.0,5.0,1.0,46.0,1.0,7200.0,0.0,21.0,3.0,12.0,65.0,0.0,0.0,0.0,0.0,104.0,57.0,0.87692308,43081.0,1.0,47.20583333333333,6.0,5.0,202.0
154,Esther Island Esthers,16,Home,251.3,Baltimore Bandits,226.9,-1,HOME,3.0,251.29999999999998,0.0,25.0,24056.90000001,58.0,3.0,194.0,190.0,23.0,34.0,10.528521219999998,68.0,10.0,6.0,0.0,100.0,3.0,34589.0,1.0,27.0,5.0,10.0,325.0,0.0,0.0,0.0,0.0,190.0,291.0,2.68808016,81815.0,6.0,81.12,11.0,8.0,23.5
155,Vasili's POD SQUAD,16,Away,227.65,Team Ginsberg,315.8,-1,HOME,6.0,227.65000000000003,-7.0,27.0,22744.8,29.0,4.0,144.0,140.0,20.0,20.0,12.97546538,56.0,9.0,3.0,1.0,41.0,3.0,32527.0,2.0,14.0,4.0,15.0,240.0,1.0,0.0,1.0,2.0,138.0,220.0,4.52663619,63470.0,4.0,95.86583333333331,12.0,9.0,53.0
156,Lausanne  Automatons ,16,Away,263.55,That Hoser Over There,249.0,-1,AWAY,2.0,263.55,0.0,24.0,20270.88333333,43.0,8.0,136.0,118.0,25.0,19.0,7.12193538,60.0,9.0,1.0,0.0,58.0,1.0,31404.0,2.0,40.0,4.0,13.0,273.0,1.0,1.0,2.0,2.0,143.0,254.0,2.7701703699999998,66271.0,5.0,79.95333333333333,14.0,9.0,12.0
157,Brown Shoes w/ a Black Belt?,16,Away,205.9,Carolina Tony,237.95,-1,HOME,8.0,205.89999999999998,-4.0,18.0,21989.46904762,45.0,4.0,81.0,96.0,22.0,14.0,8.1296649,71.0,5.0,1.0,0.0,122.0,3.0,17549.0,0.0,22.0,5.0,11.0,153.0,0.0,0.0,0.0,0.0,192.0,139.0,2.752051,79750.0,2.0,59.99761904761905,8.0,5.0,87.0
158,HC FirePucks,16,Away,164.5,DadKnows Best,134.5,-1,AWAY,9.0,164.5,25.0,23.0,19426.37380952,41.0,5.0,145.0,130.0,15.0,27.0,10.555786059999999,64.0,8.0,4.0,0.0,48.0,5.0,28653.0,0.0,42.0,1.0,1.0,272.0,0.0,0.0,0.0,0.0,134.0,245.0,2.69644012,69823.0,3.0,45.462857142857146,6.0,3.0,166.0
159,Baltimore Bandits,16,Away,226.9,Esther Island Esthers,251.3,-1,HOME,7.0,226.9,10.0,38.0,24531.31666667,49.0,16.0,171.0,176.0,16.0,15.0,6.46184298,68.0,4.0,3.0,0.0,63.0,2.0,16875.0,1.0,21.0,2.0,15.0,162.0,0.0,1.0,1.0,0.0,195.0,147.0,2.80798771,83086.0,3.0,,10.0,5.0,54.0
160,Lausanne  Automatons ,17,Home,160.2,Team Ginsberg,216.3,-1,AWAY,9.0,160.20000000000005,2.0,24.0,18984.36666666,28.0,9.0,124.0,103.0,11.0,20.0,8.232433700000001,44.0,7.0,3.0,0.0,51.0,2.0,25002.0,2.0,26.0,5.0,10.0,213.0,0.0,0.0,0.0,0.0,129.0,193.0,2.7344022800000003,52194.0,3.0,61.73833333333333,9.0,6.0,173.5
161,Brown Shoes w/ a Black Belt?,17,Home,171.3,That Hoser Over There,207.0,-1,AWAY,7.0,171.3,-6.0,22.0,17671.08333334,16.0,3.0,52.0,55.0,15.0,16.0,10.49152359,40.0,5.0,2.0,0.0,38.0,0.0,17924.0,1.0,23.0,6.0,14.0,145.0,0.0,0.0,0.0,0.0,104.0,129.0,2.65755448,40586.0,4.0,72.60833333333333,10.0,8.0,150.0
162,HC FirePucks,17,Home,246.0,Carolina Tony,253.15,-1,AWAY,2.0,246.0,3.0,35.0,21069.68333334,27.0,12.0,118.0,97.0,25.0,16.0,6.904368509999999,57.0,7.0,5.0,2.0,44.0,4.0,25345.0,1.0,20.0,6.0,15.0,209.0,0.0,0.0,0.0,1.0,136.0,193.0,2.7663978499999997,62297.0,2.0,88.81333333333333,14.0,8.0,32.0
163,Baltimore Bandits,17,Home,164.45,DadKnows Best,82.4,-1,HOME,8.0,164.45,0.0,24.0,19968.96666667,29.0,8.0,79.0,131.0,13.0,6.0,4.0,46.0,3.0,2.0,0.0,30.0,0.0,10800.0,0.0,26.0,2.0,12.0,87.0,0.0,0.0,0.0,0.0,113.0,81.0,1.84029851,54814.0,3.0,58.845000000000006,7.0,5.0,167.0
164,Vasili's POD SQUAD,17,Home,209.0,Esther Island Esthers,172.6,-1,HOME,4.0,209.00000000000003,29.0,32.0,24283.06666666,39.0,10.0,152.0,119.0,19.0,24.0,15.24781868,61.0,7.0,4.0,0.0,59.0,3.0,22836.0,0.0,30.0,3.0,7.0,185.0,0.0,0.0,0.0,1.0,141.0,161.0,3.46600462,70819.0,4.0,75.74666666666666,10.0,7.0,81.0
165,Team Ginsberg,17,Away,216.3,Lausanne  Automatons ,160.2,-1,AWAY,3.0,216.29999999999995,13.0,30.0,24535.96666666,39.0,8.0,122.0,146.0,19.0,19.0,14.226143,60.0,7.0,6.0,1.0,45.0,2.0,23204.0,1.0,20.0,2.0,10.0,192.0,0.0,1.0,1.0,0.0,161.0,173.0,3.53124344,70167.0,4.0,79.38916666666665,11.0,8.0,68.0
166,That Hoser Over There,17,Away,207.0,Brown Shoes w/ a Black Belt?,171.3,-1,AWAY,5.0,207.0,1.0,25.0,23227.05,34.0,11.0,157.0,154.0,25.0,23.0,13.599867179999999,55.0,7.0,4.0,2.0,58.0,6.0,24510.0,0.0,36.0,3.0,10.0,209.0,1.0,1.0,2.0,0.0,162.0,186.0,3.5127047499999997,64973.0,1.0,71.87333333333332,13.0,10.0,83.0
167,Carolina Tony,17,Away,253.15,HC FirePucks,246.0,-1,AWAY,1.0,253.14999999999995,11.0,35.0,23760.78333333,40.0,5.0,196.0,190.0,21.0,14.0,7.087215860000001,66.0,6.0,1.0,0.0,54.0,1.0,22013.0,1.0,38.0,3.0,19.0,194.0,1.0,0.0,1.0,0.0,167.0,180.0,2.75692307,74907.0,4.0,87.08249999999997,12.0,11.0,18.0
168,DadKnows Best,17,Away,82.4,Baltimore Bandits,164.45,-1,HOME,10.0,82.4,-9.0,12.0,13235.0,21.0,1.0,120.0,107.0,8.0,0.0,0.0,35.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,19.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,35513.0,0.0,29.995833333333334,4.0,3.0,235.0
169,Esther Island Esthers,17,Away,172.6,Vasili's POD SQUAD,209.0,-1,HOME,6.0,172.60000000000002,1.0,29.0,24069.91666668,45.0,8.0,160.0,130.0,12.0,22.0,10.43008033,57.0,7.0,0.0,0.0,65.0,4.0,25243.0,1.0,20.0,4.0,7.0,216.0,3.0,0.0,3.0,1.0,127.0,194.0,2.6798014300000004,68414.0,2.0,63.9125,8.0,6.0,148.0
170,Team Ginsberg,18,Home,252.45,Brown Shoes w/ a Black Belt?,142.4,-1,HOME,1.0,252.44999999999996,24.0,44.0,24637.08333334,47.0,12.0,127.0,133.0,22.0,15.0,7.77880444,64.0,6.0,4.0,0.0,39.0,3.0,21096.0,0.0,34.0,2.0,12.0,177.0,0.0,0.0,0.0,0.0,172.0,162.0,2.73492063,74484.0,3.0,88.25833333333331,13.0,8.0,20.0
171,That Hoser Over There,18,Home,249.15,HC FirePucks,198.3,-1,HOME,2.0,249.14999999999995,1.0,31.0,23921.08333334,42.0,6.0,186.0,158.0,24.0,16.0,11.04327878,60.0,6.0,5.0,0.0,82.0,2.0,21596.0,1.0,32.0,6.0,14.0,193.0,0.0,1.0,1.0,0.0,187.0,177.0,3.65645002,71992.0,3.0,94.45833333333333,14.0,10.0,27.0
172,Carolina Tony,18,Home,180.65,Baltimore Bandits,149.6,-1,HOME,7.0,180.65000000000003,4.0,19.0,23892.33333335,41.0,3.0,182.0,206.0,18.0,14.0,9.1684622,60.0,5.0,4.0,0.0,54.0,0.0,17053.0,1.0,37.0,4.0,10.0,130.0,0.0,0.0,0.0,0.0,141.0,116.0,2.6919192,67580.0,3.0,70.02500000000002,12.0,6.0,136.0
173,DadKnows Best,18,Home,97.2,Vasili's POD SQUAD,216.15,-1,AWAY,10.0,97.20000000000002,-10.0,17.0,13518.75000001,20.0,6.0,104.0,120.0,8.0,0.0,0.0,39.0,0.0,3.0,0.0,29.0,0.0,0.0,0.0,22.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,41358.0,0.0,32.62083333333333,5.0,4.0,231.0
174,Esther Island Esthers,18,Home,186.0,Lausanne  Automatons ,196.1,-1,AWAY,6.0,186.0,10.0,26.0,22038.5,33.0,12.0,149.0,144.0,19.0,8.0,8.028603480000001,54.0,3.0,1.0,1.0,55.0,2.0,10766.0,0.0,28.0,2.0,8.0,101.0,0.0,0.0,0.0,0.0,157.0,93.0,2.77225275,63086.0,1.0,72.68333333333334,11.0,8.0,126.0
175,Brown Shoes w/ a Black Belt?,18,Away,142.4,Team Ginsberg,252.45,-1,HOME,9.0,142.4,3.0,26.0,19125.91666668,24.0,6.0,103.0,79.0,13.0,7.0,3.66865628,45.0,2.0,3.0,0.0,56.0,2.0,6869.0,0.0,32.0,2.0,9.0,57.0,0.0,0.0,0.0,0.0,128.0,50.0,0.87719298,50298.0,0.0,61.25416666666666,9.0,5.0,194.0
176,HC FirePucks,18,Away,198.3,That Hoser Over There,249.15,-1,HOME,4.0,198.3,-4.0,32.0,21545.25,28.0,8.0,121.0,98.0,10.0,13.0,5.56329092,49.0,7.0,2.0,0.0,54.0,1.0,25705.0,1.0,45.0,2.0,7.0,210.0,1.0,1.0,2.0,1.0,128.0,197.0,2.81243884,54724.0,5.0,74.9125,11.0,7.0,103.0
177,Baltimore Bandits,18,Away,149.6,Carolina Tony,180.65,-1,HOME,8.0,149.6,-14.0,24.0,24914.08333334,33.0,6.0,101.0,141.0,13.0,13.0,17.11395363,55.0,3.0,2.0,0.0,55.0,2.0,11901.0,0.0,27.0,4.0,13.0,98.0,0.0,0.0,0.0,0.0,125.0,85.0,2.54622363,64983.0,1.0,,8.0,4.0,186.0
178,Vasili's POD SQUAD,18,Away,216.15,DadKnows Best,97.2,-1,AWAY,3.0,216.14999999999998,-18.0,16.0,24626.41666665,36.0,4.0,150.0,137.0,26.0,13.0,9.50828345,61.0,4.0,0.0,2.0,80.0,2.0,14383.0,0.0,28.0,9.0,15.0,130.0,1.0,0.0,1.0,0.0,177.0,117.0,2.66524692,71567.0,2.0,80.0625,12.0,9.0,69.0
179,Lausanne  Automatons ,18,Away,196.1,Esther Island Esthers,186.0,-1,AWAY,5.0,196.10000000000002,9.0,22.0,22103.08333333,43.0,8.0,83.0,97.0,13.0,19.0,6.949697840000001,49.0,8.0,5.0,0.0,57.0,2.0,28336.0,1.0,20.0,1.0,9.0,242.0,0.0,3.0,3.0,1.0,149.0,223.0,2.7689047,57654.0,5.0,74.08749999999999,13.0,6.0,105.0
180,HC FirePucks,19,Home,234.25,Team Ginsberg,298.1,-1,AWAY,3.0,234.25,3.0,30.0,21075.5,41.0,11.0,177.0,154.0,15.0,16.0,10.125788360000001,57.0,7.0,4.0,0.0,59.0,2.0,25043.0,0.0,18.0,5.0,20.0,226.0,0.0,0.0,0.0,2.0,148.0,210.0,3.70557069,63918.0,5.0,84.31666666666666,11.0,6.0,43.0
181,Brown Shoes w/ a Black Belt?,19,Home,226.55,Baltimore Bandits,172.1,-1,HOME,4.0,226.55,-1.0,35.0,22375.16666668,39.0,13.0,120.0,92.0,23.0,11.0,7.698786629999999,59.0,3.0,4.0,0.0,110.0,3.0,10511.0,0.0,47.0,9.0,17.0,106.0,1.0,0.0,1.0,0.0,155.0,95.0,1.79044261,66743.0,0.0,78.96666666666665,11.0,8.0,55.0
182,Esther Island Esthers,19,Home,212.95,That Hoser Over There,240.25,-1,AWAY,6.0,212.95,3.0,40.0,24505.58333334,43.0,13.0,152.0,139.0,15.0,19.0,10.89157502,60.0,6.0,2.0,0.0,66.0,2.0,21823.0,1.0,37.0,4.0,12.0,181.0,1.0,1.0,2.0,0.0,127.0,162.0,3.61965069,70377.0,3.0,81.23333333333333,12.0,9.0,73.0
183,Lausanne  Automatons ,19,Home,189.95,Vasili's POD SQUAD,185.75,-1,HOME,7.0,189.95,19.0,34.0,21464.66666667,36.0,9.0,122.0,111.0,15.0,10.0,7.0,60.0,3.0,3.0,0.0,70.0,1.0,10800.0,1.0,24.0,2.0,13.0,101.0,0.0,0.0,0.0,0.0,147.0,91.0,1.7905525899999999,67475.0,1.0,66.675,9.0,4.0,117.0
184,DadKnows Best,19,Home,109.65,Carolina Tony,221.1,-1,AWAY,10.0,109.65,-6.0,12.0,12487.91666666,14.0,1.0,130.0,141.0,9.0,6.0,2.02683682,35.0,3.0,3.0,0.0,34.0,1.0,10657.0,0.0,10.0,8.0,12.0,92.0,0.0,0.0,0.0,0.0,77.0,86.0,0.93478261,36746.0,2.0,37.56249999999999,6.0,4.0,222.0
185,Team Ginsberg,19,Away,298.1,HC FirePucks,234.25,-1,AWAY,1.0,298.1000000000001,5.0,36.0,24477.0,48.0,16.0,98.0,102.0,29.0,18.0,13.8484588,62.0,6.0,6.0,2.0,51.0,1.0,23488.0,0.0,44.0,6.0,19.0,185.0,0.0,0.0,0.0,1.0,183.0,167.0,3.54692887,72871.0,5.0,110.15833333333332,16.0,14.0,6.0
186,Baltimore Bandits,19,Away,172.1,Brown Shoes w/ a Black Belt?,226.55,-1,HOME,9.0,172.09999999999997,-9.0,25.0,24141.83333333,43.0,7.0,137.0,170.0,12.0,14.0,14.496140669999999,59.0,5.0,2.0,0.0,58.0,1.0,15651.0,2.0,30.0,6.0,17.0,142.0,0.0,1.0,1.0,1.0,148.0,128.0,2.52890787,72475.0,1.0,67.3375,8.0,6.0,149.0
187,That Hoser Over There,19,Away,240.25,Esther Island Esthers,212.95,-1,AWAY,2.0,240.25,-5.0,35.0,23648.0,40.0,7.0,195.0,179.0,23.0,23.0,12.73201076,62.0,6.0,3.0,1.0,42.0,3.0,25292.0,2.0,37.0,5.0,21.0,203.0,0.0,0.0,0.0,0.0,193.0,180.0,3.54523908,72586.0,2.0,82.53333333333332,16.0,11.0,35.0
188,Vasili's POD SQUAD,19,Away,185.75,Lausanne  Automatons ,189.95,-1,HOME,8.0,185.75,13.0,31.0,25597.66666666,39.0,5.0,123.0,137.0,16.0,31.0,22.52168011,62.0,8.0,0.0,0.0,63.0,4.0,24919.0,0.0,32.0,3.0,9.0,221.0,1.0,0.0,1.0,0.0,150.0,190.0,4.277518049999999,69983.0,3.0,63.775,10.0,6.0,127.0
189,Carolina Tony,19,Away,221.1,DadKnows Best,109.65,-1,AWAY,5.0,221.09999999999997,-3.0,38.0,24662.49999999,32.0,9.0,203.0,193.0,11.0,20.0,10.20261281,57.0,7.0,1.0,0.0,71.0,2.0,25244.0,0.0,44.0,4.0,19.0,215.0,0.0,0.0,0.0,1.0,147.0,195.0,2.66082459,64831.0,5.0,76.70416666666667,12.0,10.0,62.0
190,Baltimore Bandits,20,Home,222.35,That Hoser Over There,260.05,-1,AWAY,5.0,222.35000000000002,0.0,28.0,29250.76666667,59.0,13.0,149.0,154.0,19.0,19.0,11.3829852,69.0,7.0,2.0,1.0,59.0,3.0,25040.0,1.0,36.0,8.0,18.0,219.0,0.0,0.0,0.0,0.0,158.0,200.0,3.6505024999999995,81810.0,3.0,82.615,10.0,7.0,59.0
191,Vasili's POD SQUAD,20,Home,286.25,HC FirePucks,265.15,-1,HOME,1.0,286.25000000000006,9.0,44.0,31163.7,50.0,9.0,178.0,173.0,24.0,18.0,21.600156679999998,72.0,7.0,4.0,0.0,53.0,3.0,22805.0,1.0,38.0,5.0,20.0,228.0,0.0,0.0,0.0,1.0,202.0,210.0,3.40932233,84001.0,3.0,102.05833333333332,19.0,14.0,7.0
192,Carolina Tony,20,Home,192.35,Team Ginsberg,273.55,-1,AWAY,9.0,192.35000000000005,-4.0,36.0,24767.89999999,43.0,12.0,222.0,299.0,14.0,24.0,16.87759401,64.0,6.0,3.0,0.0,70.0,3.0,19716.0,0.0,22.0,2.0,13.0,184.0,0.0,0.0,0.0,0.0,155.0,160.0,3.48911565,73326.0,2.0,72.94250000000002,10.0,6.0,111.0
193,Lausanne  Automatons ,20,Home,204.0,Brown Shoes w/ a Black Belt?,215.45,-1,AWAY,8.0,204.00000000000003,-7.0,20.0,21080.016666659998,51.0,8.0,108.0,76.0,18.0,3.0,1.66846161,59.0,4.0,1.0,0.0,71.0,0.0,14371.0,0.0,24.0,4.0,8.0,107.0,0.0,1.0,1.0,1.0,129.0,104.0,1.93987621,66244.0,4.0,71.49999999999999,9.0,7.0,92.5
194,DadKnows Best,20,Home,101.9,Esther Island Esthers,222.0,-1,AWAY,10.0,101.89999999999999,0.0,12.0,13651.25,18.0,4.0,99.0,88.0,13.0,2.0,2.06008584,22.0,1.0,0.0,2.0,14.0,1.0,3495.0,0.0,4.0,6.0,9.0,21.0,0.0,0.0,0.0,0.0,56.0,19.0,0.9047619,24961.0,0.0,53.4,7.0,5.0,228.0
